,ds,y
2142,2018:01:07 05:32:56,2.9
2143,2018:01:07 05:37:03,2.6
2144,2018:01:07 05:45:19,2.7
2145,2018:01:07 06:01:50,2.8
2146,2018:01:07 06:20:23,2.9
2147,2018:01:07 06:26:35,2.8
2148,2018:01:07 06:28:39,2.9
2149,2018:01:07 06:34:51,2.5
2150,2018:01:07 06:48:19,2.5
2151,2018:01:07 06:58:40,2.6
2152,2018:01:07 07:00:44,2.5
2153,2018:01:07 07:06:54,2.6
2154,2018:01:07 07:23:25,2.7
2155,2018:01:07 08:02:38,2.8
2156,2018:01:07 08:15:01,2.9
2157,2018:01:07 08:27:23,3.0
2158,2018:01:07 08:35:39,2.8
2159,2018:01:07 08:50:06,2.9
2160,2018:01:07 09:06:37,3.0
2161,2018:01:07 09:04:33,3.0
2162,2018:01:07 09:08:40,3.0
2163,2018:01:07 09:10:44,3.1
2164,2018:01:07 09:19:00,3.2
2165,2018:01:07 09:25:12,3.3
2166,2018:01:07 09:33:27,3.4
2167,2018:01:07 09:43:47,3.5
2168,2018:01:07 09:54:06,3.6
2169,2018:01:07 10:09:02,3.8
2170,2018:01:07 10:02:51,3.7
2171,2018:01:07 10:15:13,3.9
2172,2018:01:07 10:21:24,4.0
2173,2018:01:07 10:27:36,4.1
2174,2018:01:07 10:33:48,4.2
2175,2018:01:07 10:35:51,4.1
2176,2018:01:07 10:39:59,4.2
2177,2018:01:07 10:48:14,4.3
2178,2018:01:07 10:54:25,4.4
2179,2018:01:07 11:00:37,4.5
2180,2018:01:07 11:10:56,4.6
2181,2018:01:07 11:17:08,4.7
2182,2018:01:07 11:25:24,4.8
2183,2018:01:07 11:35:42,4.5
2184,2018:01:07 11:37:46,4.6
2185,2018:01:07 11:46:02,4.7
2186,2018:01:07 11:54:17,4.8
2187,2018:01:07 12:08:44,4.9
2188,2018:01:07 12:21:07,5.0
2189,2018:01:07 12:37:38,5.0
2190,2018:01:07 12:39:42,5.0
2191,2018:01:07 12:54:08,5.1
2192,2018:01:07 13:35:24,5.2
2193,2018:01:07 14:10:27,5.3
2194,2018:01:07 14:29:03,5.4
2195,2018:01:07 14:51:43,5.3
2196,2018:01:07 15:35:03,4.8
2197,2018:01:07 15:45:22,4.7
2198,2018:01:07 16:36:56,3.9
2199,2018:01:07 17:16:06,4.0
2200,2018:01:07 17:24:22,4.0
2201,2018:01:07 17:26:26,4.0
2202,2018:01:07 17:36:45,3.2
2203,2018:01:07 17:34:41,4.1
2204,2018:01:07 18:03:36,3.3
2205,2018:01:07 18:11:51,3.4
2206,2018:01:07 18:15:59,3.5
2207,2018:01:07 18:26:19,3.6
2208,2018:01:07 18:34:35,3.7
2209,2018:01:07 18:36:38,2.8
2210,2018:01:07 18:38:42,2.9
2211,2018:01:07 18:53:10,3.0
2212,2018:01:07 18:55:13,2.9
2213,2018:01:07 18:57:16,3.0
2214,2018:01:07 19:05:30,3.1
2215,2018:01:07 19:09:37,3.2
2216,2018:01:07 19:15:49,3.3
2217,2018:01:07 19:22:01,3.4
2218,2018:01:07 19:28:11,3.5
2219,2018:01:07 19:36:27,2.4
2220,2018:01:07 19:38:31,2.5
2221,2018:01:07 19:50:55,2.6
2222,2018:01:07 20:01:15,2.7
2223,2018:01:07 20:07:27,2.8
2224,2018:01:07 20:13:39,2.9
2225,2018:01:07 20:19:51,3.0
2226,2018:01:07 20:26:03,3.1
2227,2018:01:07 20:32:15,3.2
2228,2018:01:07 20:34:19,2.2
2229,2018:01:07 20:44:39,2.3
2230,2018:01:07 20:57:02,2.4
2231,2018:01:07 21:05:18,2.5
2232,2018:01:07 21:11:30,2.6
2233,2018:01:07 21:17:42,2.7
2234,2018:01:07 21:21:50,2.8
2235,2018:01:07 21:28:02,2.9
2236,2018:01:07 21:34:12,2.0
2237,2018:01:07 21:44:31,2.1
2238,2018:01:07 21:56:55,2.2
2239,2018:01:07 22:05:11,2.3
2240,2018:01:07 22:09:17,2.4
2241,2018:01:07 22:15:29,2.5
2242,2018:01:07 22:21:41,2.6
2243,2018:01:07 22:25:49,2.7
2244,2018:01:07 22:32:01,2.8
2245,2018:01:07 22:36:09,2.4
2246,2018:01:07 22:50:36,2.5
2247,2018:01:07 23:07:06,2.7
2248,2018:01:07 23:02:58,2.6
2249,2018:01:07 23:13:18,2.8
2250,2018:01:07 23:19:30,2.9
2251,2018:01:07 23:23:38,3.0
2252,2018:01:07 23:29:50,3.1
2253,2018:01:07 23:36:00,2.8
2254,2018:01:07 23:48:23,2.9
2255,2018:01:08 00:00:43,3.0
2256,2018:01:08 00:02:47,3.1
2257,2018:01:08 00:06:55,3.2
2258,2018:01:08 00:13:07,3.3
2259,2018:01:08 00:19:18,3.4
2260,2018:01:08 00:23:25,3.5
2261,2018:01:08 00:29:35,3.6
2262,2018:01:08 00:35:47,3.3
2263,2018:01:08 00:39:55,3.4
2264,2018:01:08 00:50:14,3.5
2265,2018:01:08 01:00:34,3.6
2266,2018:01:08 01:06:45,3.7
2267,2018:01:08 01:10:53,3.8
2268,2018:01:08 01:23:16,4.0
2269,2018:01:08 01:17:04,3.9
2270,2018:01:08 01:29:28,4.1
2271,2018:01:08 01:33:36,4.2
2272,2018:01:08 01:35:40,3.6
2273,2018:01:08 01:43:56,3.7
2274,2018:01:08 01:52:10,3.8
2275,2018:01:08 02:02:30,3.9
2276,2018:01:08 02:06:37,3.7
2277,2018:01:08 02:14:53,3.8
2278,2018:01:08 02:25:13,3.9
2279,2018:01:08 02:35:32,3.6
2280,2018:01:08 02:49:58,3.7
2281,2018:01:08 03:04:24,3.8
2282,2018:01:08 03:16:46,3.9
2283,2018:01:08 03:29:10,4.0
2284,2018:01:08 03:35:21,3.6
2285,2018:01:08 03:56:00,3.7
2286,2018:01:08 04:20:47,3.8
2287,2018:01:08 04:37:17,3.4
2288,2018:01:08 05:32:57,3.9
2289,2018:01:08 05:35:01,3.2
2290,2018:01:08 05:45:18,3.1
2291,2018:01:08 06:20:19,3.0
2292,2018:01:08 06:36:47,3.3
2293,2018:01:08 06:45:03,3.2
2294,2018:01:08 06:47:07,3.3
2295,2018:01:08 06:51:15,3.2
2296,2018:01:08 07:07:46,3.1
2297,2018:01:08 07:09:50,3.2
2298,2018:01:08 07:36:40,3.5
2299,2018:01:08 08:34:30,3.7
2300,2018:01:08 09:15:47,3.8
2301,2018:01:08 09:36:25,3.9
2302,2018:01:08 09:52:57,4.0
2303,2018:01:08 10:01:11,4.0
2304,2018:01:08 10:03:15,4.0
2305,2018:01:08 10:13:34,4.1
2306,2018:01:08 10:32:09,4.2
2307,2018:01:08 10:36:17,4.1
2308,2018:01:08 10:46:37,4.2
2309,2018:01:08 11:03:08,4.3
2310,2018:01:08 11:32:03,4.4
2311,2018:01:08 11:34:06,4.2
2312,2018:01:08 11:40:16,4.3
2313,2018:01:08 12:02:58,4.4
2314,2018:01:08 12:09:09,4.6
2315,2018:01:08 12:11:13,4.7
2316,2018:01:08 12:29:49,4.8
2317,2018:01:08 12:35:59,4.5
2318,2018:01:08 12:56:35,4.6
2319,2018:01:08 13:19:15,4.7
2320,2018:01:08 13:35:46,4.5
2321,2018:01:08 14:02:35,4.6
2322,2018:01:08 14:35:37,4.5
2323,2018:01:08 15:41:37,4.4
2324,2018:01:08 15:49:53,4.5
2325,2018:01:08 16:02:17,4.4
2326,2018:01:08 16:24:58,4.3
2327,2018:01:08 16:37:22,4.4
2328,2018:01:08 16:43:33,4.3
2329,2018:01:08 17:06:47,4.2
2330,2018:01:08 17:27:24,4.1
2331,2018:01:08 17:35:40,4.3
2332,2018:01:08 17:39:47,4.2
2333,2018:01:08 18:02:30,4.1
2334,2018:01:08 18:21:06,4.0
2335,2018:01:08 18:36:05,4.5
2336,2018:01:08 18:38:09,4.4
2337,2018:01:08 18:42:17,4.5
2338,2018:01:08 18:46:25,4.4
2339,2018:01:08 18:48:29,4.5
2340,2018:01:08 19:05:00,4.6
2341,2018:01:08 19:09:08,4.6
2342,2018:01:08 19:07:04,4.5
2343,2018:01:08 19:15:19,4.7
2344,2018:01:08 19:33:53,4.8
2345,2018:01:08 19:35:57,4.4
2346,2018:01:08 19:40:05,4.5
2347,2018:01:08 19:48:19,4.4
2348,2018:01:08 19:52:27,4.5
2349,2018:01:08 20:08:57,4.6
2350,2018:01:08 20:19:16,4.7
2351,2018:01:08 20:29:33,4.8
2352,2018:01:08 20:35:45,4.4
2353,2018:01:08 20:41:56,4.5
2354,2018:01:08 20:58:27,4.6
2355,2018:01:08 21:08:47,4.7
2356,2018:01:08 21:17:03,4.8
2357,2018:01:08 21:29:25,4.9
2358,2018:01:08 21:37:40,4.4
2359,2018:01:08 21:39:44,4.5
2360,2018:01:08 21:54:11,4.6
2361,2018:01:08 22:04:31,4.7
2362,2018:01:08 22:14:50,4.8
2363,2018:01:08 22:27:13,4.9
2364,2018:01:08 22:35:26,4.3
2365,2018:01:08 22:37:29,4.4
2366,2018:01:08 22:49:51,4.5
2367,2018:01:08 23:02:12,4.6
2368,2018:01:08 23:12:31,4.7
2369,2018:01:08 23:20:46,4.8
2370,2018:01:08 23:31:04,4.9
2371,2018:01:08 23:37:15,4.3
2372,2018:01:08 23:39:19,4.4
2373,2018:01:08 23:55:49,4.5
2374,2018:01:09 00:06:09,4.6
2375,2018:01:09 00:12:21,4.7
2376,2018:01:09 00:18:33,4.8
2377,2018:01:09 00:35:03,4.2
2378,2018:01:09 00:26:48,4.9
2379,2018:01:09 00:37:07,4.3
2380,2018:01:09 00:49:29,4.4
2381,2018:01:09 00:57:45,4.5
2382,2018:01:09 01:08:04,4.6
2383,2018:01:09 01:12:12,4.7
2384,2018:01:09 01:20:25,4.8
2385,2018:01:09 01:28:41,4.9
2386,2018:01:09 01:34:53,4.2
2387,2018:01:09 01:41:05,4.3
2388,2018:01:09 02:22:25,4.6
2389,2018:01:09 01:51:25,4.4
2390,2018:01:09 02:01:45,4.5
2391,2018:01:09 02:10:01,4.4
2392,2018:01:09 02:12:05,4.6
2393,2018:01:09 02:16:13,4.5
2394,2018:01:09 02:30:41,4.7
2395,2018:01:09 02:36:53,4.0
2396,2018:01:09 02:55:26,4.0
2397,2018:01:09 02:57:30,4.0
2398,2018:01:09 03:09:52,4.1
2399,2018:01:09 03:28:25,4.2
2400,2018:01:09 03:34:37,3.7
2401,2018:01:09 03:38:45,3.6
2402,2018:01:09 04:26:12,3.7
2403,2018:01:09 04:36:31,3.6
2404,2018:01:09 05:40:29,3.7
2405,2018:01:09 05:38:26,3.8
2406,2018:01:09 05:56:57,3.6
2407,2018:01:09 06:36:11,3.9
2408,2018:01:09 06:42:23,3.8
2409,2018:01:09 06:44:26,3.9
2410,2018:01:09 06:50:37,3.8
2411,2018:01:09 07:05:01,3.7
2412,2018:01:09 07:15:21,3.7
2413,2018:01:09 07:11:13,3.8
2414,2018:01:09 07:33:55,3.6
2415,2018:01:09 07:38:03,3.9
2416,2018:01:09 07:44:14,3.8
2417,2018:01:09 08:06:56,3.7
2418,2018:01:09 08:33:46,3.6
2419,2018:01:09 08:37:54,4.0
2420,2018:01:09 08:50:18,4.0
2421,2018:01:09 08:52:22,4.0
2422,2018:01:09 09:06:48,4.0
2423,2018:01:09 09:08:52,4.0
2424,2018:01:09 09:19:11,4.1
2425,2018:01:09 09:35:42,4.6
2426,2018:01:09 09:46:02,4.7
2427,2018:01:09 10:02:34,4.8
2428,2018:01:09 10:10:48,4.9
2429,2018:01:09 10:19:02,5.0
2430,2018:01:09 10:27:17,5.1
2431,2018:01:09 10:35:33,5.0
2432,2018:01:09 10:37:35,5.1
2433,2018:01:09 10:43:47,5.2
2434,2018:01:09 10:49:59,5.3
2435,2018:01:09 10:56:11,5.4
2436,2018:01:09 11:02:23,5.5
2437,2018:01:09 11:10:39,5.6
2438,2018:01:09 11:23:03,5.8
2439,2018:01:09 11:16:51,5.7
2440,2018:01:09 11:29:15,5.9
2441,2018:01:09 11:35:26,5.4
2442,2018:01:09 11:39:34,5.5
2443,2018:01:09 11:43:42,5.6
2444,2018:01:09 11:49:53,5.7
2445,2018:01:09 11:54:01,5.8
2446,2018:01:09 12:00:13,5.9
2447,2018:01:09 12:10:32,6.0
2448,2018:01:09 12:14:39,6.0
2449,2018:01:09 12:12:36,6.0
2450,2018:01:09 12:18:47,6.1
2451,2018:01:09 12:24:59,6.2
2452,2018:01:09 12:33:14,6.3
2453,2018:01:09 12:35:18,5.5
2454,2018:01:09 12:41:30,5.6
2455,2018:01:09 12:47:41,5.7
2456,2018:01:09 12:53:53,5.8
2457,2018:01:09 13:00:06,5.9
2458,2018:01:09 13:08:21,6.0
2459,2018:01:09 13:16:37,6.1
2460,2018:01:09 13:35:12,5.7
2461,2018:01:09 13:24:52,6.2
2462,2018:01:09 13:39:20,5.8
2463,2018:01:09 13:49:40,5.9
2464,2018:01:09 14:00:00,6.0
2465,2018:01:09 14:12:20,6.1
2466,2018:01:09 14:22:38,6.2
2467,2018:01:09 14:35:00,5.7
2468,2018:01:09 14:41:12,5.8
2469,2018:01:09 15:01:51,5.9
2470,2018:01:09 15:14:15,6.0
2471,2018:01:09 15:28:41,6.1
2472,2018:01:09 15:34:53,5.9
2473,2018:01:09 15:51:25,6.0
2474,2018:01:09 16:14:07,6.1
2475,2018:01:09 16:28:35,6.2
2476,2018:01:09 16:34:46,6.0
2477,2018:01:09 16:38:54,6.0
2478,2018:01:09 16:40:58,6.0
2479,2018:01:09 17:01:35,6.1
2480,2018:01:09 17:11:54,6.2
2481,2018:01:09 17:22:12,6.3
2482,2018:01:09 17:30:28,6.4
2483,2018:01:09 17:36:39,6.1
2484,2018:01:09 17:38:43,6.3
2485,2018:01:09 17:40:47,6.1
2486,2018:01:09 17:42:51,6.2
2487,2018:01:09 17:57:17,6.3
2488,2018:01:09 18:05:33,6.4
2489,2018:01:09 18:13:49,6.5
2490,2018:01:09 18:22:05,6.6
2491,2018:01:09 18:30:21,6.7
2492,2018:01:09 18:34:27,6.5
2493,2018:01:09 18:46:50,6.6
2494,2018:01:09 18:55:06,6.7
2495,2018:01:09 19:03:22,6.8
2496,2018:01:09 19:13:42,6.9
2497,2018:01:09 19:21:56,7.0
2498,2018:01:09 19:30:11,7.1
2499,2018:01:09 19:34:18,6.9
2500,2018:01:09 19:38:26,7.0
2501,2018:01:09 19:48:45,7.1
2502,2018:01:09 19:59:05,7.2
2503,2018:01:09 20:09:22,7.3
2504,2018:01:09 20:17:38,7.4
2505,2018:01:09 20:25:54,7.5
2506,2018:01:09 20:36:13,7.2
2507,2018:01:09 20:48:36,7.3
2508,2018:01:09 20:58:55,7.4
2509,2018:01:09 21:07:10,7.5
2510,2018:01:09 21:13:22,7.6
2511,2018:01:09 21:21:37,7.7
2512,2018:01:09 21:27:48,7.8
2513,2018:01:09 21:36:04,7.4
2514,2018:01:09 21:42:15,7.5
2515,2018:01:09 21:50:30,7.6
2516,2018:01:09 21:58:46,7.7
2517,2018:01:09 22:04:58,7.8
2518,2018:01:09 22:11:10,7.9
2519,2018:01:09 22:17:20,8.0
2520,2018:01:09 22:23:32,8.1
2521,2018:01:09 22:29:44,8.2
2522,2018:01:09 22:35:55,8.3
2523,2018:01:09 22:37:59,7.9
2524,2018:01:09 22:44:10,8.0
2525,2018:01:09 22:52:24,8.1
2526,2018:01:09 22:58:34,8.2
2527,2018:01:09 23:04:46,8.3
2528,2018:01:09 23:10:56,8.4
2529,2018:01:09 23:15:04,8.5
2530,2018:01:09 23:19:12,8.6
2531,2018:01:09 23:23:20,8.7
2532,2018:01:09 23:29:31,8.8
2533,2018:01:09 23:33:39,8.9
2534,2018:01:09 23:35:43,8.2
2535,2018:01:09 23:39:51,8.3
2536,2018:01:09 23:46:03,8.4
2537,2018:01:09 23:52:15,8.5
2538,2018:01:09 23:56:23,8.6
2539,2018:01:10 00:02:34,8.3
2540,2018:01:10 00:04:38,8.0
2541,2018:01:10 00:06:41,8.4
2542,2018:01:10 00:08:45,8.1
2543,2018:01:10 00:10:49,8.3
2544,2018:01:10 00:17:01,8.4
2545,2018:01:10 00:25:17,8.5
2546,2018:01:10 00:37:39,8.1
2547,2018:01:10 00:33:33,8.6
2548,2018:01:10 00:35:37,8.0
2549,2018:01:10 00:47:56,8.2
2550,2018:01:10 00:58:16,8.3
2551,2018:01:10 01:08:36,8.4
2552,2018:01:10 01:18:53,8.5
2553,2018:01:10 01:29:11,8.6
2554,2018:01:10 01:35:22,8.1
2555,2018:01:10 01:39:30,8.2
2556,2018:01:10 01:56:01,8.3
2557,2018:01:10 02:08:23,8.3
2558,2018:01:10 02:06:19,8.5
2559,2018:01:10 02:10:27,8.5
2560,2018:01:10 02:14:35,8.6
2561,2018:01:10 02:24:54,8.7
2562,2018:01:10 02:35:13,8.2
2563,2018:01:10 02:41:24,8.3
2564,2018:01:10 02:55:51,8.4
2565,2018:01:10 03:12:23,8.5
2566,2018:01:10 03:28:53,8.6
2567,2018:01:10 03:37:08,8.3
2568,2018:01:10 04:36:57,8.1
2569,2018:01:10 04:49:19,8.2
2570,2018:01:10 04:55:30,8.1
2571,2018:01:10 05:30:38,8.0
2572,2018:01:10 05:36:50,7.7
2573,2018:01:10 05:38:54,7.6
2574,2018:01:10 05:34:46,7.4
2575,2018:01:10 05:49:14,7.5
2576,2018:01:10 06:01:37,7.7
2577,2018:01:10 06:05:45,7.4
2578,2018:01:10 06:07:49,7.7
2579,2018:01:10 06:09:53,7.6
2580,2018:01:10 06:20:13,7.1
2581,2018:01:10 06:24:21,7.5
2582,2018:01:10 06:28:28,7.0
2583,2018:01:10 06:40:52,6.9
2584,2018:01:10 06:49:07,6.8
2585,2018:01:10 06:53:15,6.9
2586,2018:01:10 06:55:19,6.8
2587,2018:01:10 06:57:23,6.7
2588,2018:01:10 06:59:27,6.8
2589,2018:01:10 07:05:39,6.6
2590,2018:01:10 07:03:35,6.7
2591,2018:01:10 07:07:43,6.7
2592,2018:01:10 07:09:47,6.6
2593,2018:01:10 07:13:55,6.5
2594,2018:01:10 07:22:11,6.4
2595,2018:01:10 07:24:15,6.5
2596,2018:01:10 07:32:31,6.4
2597,2018:01:10 07:36:39,6.6
2598,2018:01:10 07:42:49,6.5
2599,2018:01:10 07:51:05,6.4
2600,2018:01:10 07:57:16,6.3
2601,2018:01:10 08:11:41,6.2
2602,2018:01:10 08:30:15,6.1
2603,2018:01:10 08:36:27,6.4
2604,2018:01:10 08:50:53,6.3
2605,2018:01:10 09:11:33,6.4
2606,2018:01:10 09:21:51,6.5
2607,2018:01:10 09:36:19,6.8
2608,2018:01:10 09:48:41,6.9
2609,2018:01:10 10:01:03,7.0
2610,2018:01:10 10:09:19,7.1
2611,2018:01:10 10:32:00,7.4
2612,2018:01:10 10:15:30,7.2
2613,2018:01:10 10:23:44,7.3
2614,2018:01:10 10:38:11,7.5
2615,2018:01:10 10:44:23,7.6
2616,2018:01:10 10:54:43,7.7
2617,2018:01:10 11:00:55,7.8
2618,2018:01:10 11:09:09,7.9
2619,2018:01:10 11:15:21,8.0
2620,2018:01:10 11:21:33,8.1
2621,2018:01:10 11:27:44,8.2
2622,2018:01:10 11:33:56,8.3
2623,2018:01:10 11:44:15,8.4
2624,2018:01:10 11:50:27,8.5
2625,2018:01:10 11:56:39,8.6
2626,2018:01:10 12:04:54,8.7
2627,2018:01:10 12:13:09,8.9
2628,2018:01:10 12:23:27,9.0
2629,2018:01:10 12:54:24,9.1
2630,2018:01:10 12:35:51,8.9
2631,2018:01:10 12:46:09,9.0
2632,2018:01:10 12:56:28,9.0
2633,2018:01:10 12:58:32,9.1
2634,2018:01:10 13:13:00,9.2
2635,2018:01:10 13:27:26,9.3
2636,2018:01:10 13:35:42,9.4
2637,2018:01:10 13:50:09,9.5
2638,2018:01:10 14:25:15,9.4
2639,2018:01:10 14:58:16,9.3
2640,2018:01:10 15:08:35,9.2
2641,2018:01:10 15:16:50,9.1
2642,2018:01:10 15:29:12,9.0
2643,2018:01:10 15:25:05,9.0
2644,2018:01:10 15:27:09,9.0
2645,2018:01:10 15:31:16,8.9
2646,2018:01:10 15:35:23,8.6
2647,2018:01:10 15:41:34,8.5
2648,2018:01:10 15:49:48,8.6
2649,2018:01:10 15:51:51,8.5
2650,2018:01:10 16:00:12,8.4
2651,2018:01:10 16:06:49,8.3
2652,2018:01:10 16:10:57,8.2
2653,2018:01:10 16:17:09,8.1
2654,2018:01:10 16:21:15,8.0
2655,2018:01:10 16:27:27,7.9
2656,2018:01:10 16:31:35,7.8
2657,2018:01:10 16:41:54,7.5
2658,2018:01:10 16:35:43,7.7
2659,2018:01:10 16:37:47,7.6
2660,2018:01:10 16:48:05,7.4
2661,2018:01:10 16:54:16,7.3
2662,2018:01:10 17:00:28,7.2
2663,2018:01:10 17:06:39,7.1
2664,2018:01:10 17:12:49,7.0
2665,2018:01:10 17:16:56,6.9
2666,2018:01:10 17:23:07,6.8
2667,2018:01:10 17:29:18,6.7
2668,2018:01:10 17:35:29,6.6
2669,2018:01:10 17:37:32,6.5
2670,2018:01:10 17:43:43,6.4
2671,2018:01:10 17:47:51,6.3
2672,2018:01:10 17:54:03,6.2
2673,2018:01:10 18:00:15,6.1
2674,2018:01:10 18:06:27,6.0
2675,2018:01:10 18:12:39,5.9
2676,2018:01:10 18:14:43,6.0
2677,2018:01:10 18:16:47,6.0
2678,2018:01:10 18:18:51,6.0
2679,2018:01:10 18:20:55,5.8
2680,2018:01:10 18:23:18,5.9
2681,2018:01:10 18:29:40,5.8
2682,2018:01:10 18:31:44,5.7
2683,2018:01:10 18:33:48,5.8
2684,2018:01:10 18:37:56,5.5
2685,2018:01:10 18:42:04,5.4
2686,2018:01:10 18:52:24,5.3
2687,2018:01:10 19:04:47,5.2
2688,2018:01:10 19:35:43,5.1
2689,2018:01:10 19:52:14,5.0
2690,2018:01:10 21:09:45,5.0
2691,2018:01:10 21:22:07,4.8
2692,2018:01:10 21:26:14,4.9
2693,2018:01:10 21:28:18,4.8
2694,2018:01:10 21:59:14,4.7
2695,2018:01:10 22:07:30,4.6
2696,2018:01:10 22:15:45,4.5
2697,2018:01:10 22:36:22,4.4
2698,2018:01:10 22:44:37,4.3
2699,2018:01:10 23:03:13,4.2
2700,2018:01:10 23:30:03,4.1
2701,2018:01:10 23:34:10,4.2
2702,2018:01:10 23:44:30,4.1
2703,2018:01:11 00:09:17,4.0
2704,2018:01:11 00:34:03,3.9
2705,2018:01:11 00:36:07,3.7
2706,2018:01:11 00:38:10,3.6
2707,2018:01:11 01:13:13,3.5
2708,2018:01:11 01:35:57,3.7
2709,2018:01:11 02:06:55,3.6
2710,2018:01:11 02:35:51,3.7
2711,2018:01:11 02:48:13,3.6
2712,2018:01:11 03:35:40,3.7
2713,2018:01:11 04:16:52,3.6
2714,2018:01:11 04:35:27,4.2
2715,2018:01:11 04:43:42,4.1
2716,2018:01:11 05:16:40,4.2
2717,2018:01:11 05:37:16,4.3
2718,2018:01:11 06:10:19,4.4
2719,2018:01:11 06:22:41,4.3
2720,2018:01:11 06:35:03,4.6
2721,2018:01:11 07:14:13,4.7
2722,2018:01:11 08:01:41,4.8
2723,2018:01:11 08:30:30,4.9
2724,2018:01:11 08:34:38,5.4
2725,2018:01:11 09:01:28,5.5
2726,2018:01:11 09:30:19,5.6
2727,2018:01:11 09:36:31,5.7
2728,2018:01:11 09:50:58,5.8
2729,2018:01:11 10:07:29,5.9
2730,2018:01:11 10:21:54,6.0
2731,2018:01:11 10:28:06,6.0
2732,2018:01:11 10:30:11,6.0
2733,2018:01:11 10:36:23,6.2
2734,2018:01:11 10:40:31,6.3
2735,2018:01:11 10:52:54,6.4
2736,2018:01:11 11:05:16,6.5
2737,2018:01:11 11:21:44,6.6
2738,2018:01:11 11:34:06,6.5
2739,2018:01:11 11:42:20,6.6
2740,2018:01:11 11:52:41,6.7
2741,2018:01:11 11:58:52,6.8
2742,2018:01:11 12:05:04,6.9
2743,2018:01:11 12:13:20,7.0
2744,2018:01:11 12:21:34,7.1
2745,2018:01:11 12:27:44,7.2
2746,2018:01:11 12:36:01,7.1
2747,2018:01:11 12:42:13,7.2
2748,2018:01:11 12:50:28,7.3
2749,2018:01:11 12:58:44,7.4
2750,2018:01:11 13:04:56,7.5
2751,2018:01:11 13:15:15,7.6
2752,2018:01:11 13:21:26,7.7
2753,2018:01:11 13:31:46,7.8
2754,2018:01:11 13:37:57,7.4
2755,2018:01:11 13:40:01,7.5
2756,2018:01:11 13:48:15,7.6
2757,2018:01:11 13:56:31,7.7
2758,2018:01:11 14:06:50,7.8
2759,2018:01:11 14:17:08,7.9
2760,2018:01:11 14:27:27,8.0
2761,2018:01:11 14:35:43,7.5
2762,2018:01:11 14:39:49,7.6
2763,2018:01:11 14:52:13,7.7
2764,2018:01:11 15:23:11,7.8
2765,2018:01:11 15:35:33,7.2
2766,2018:01:11 16:10:37,7.1
2767,2018:01:11 16:35:24,7.0
2768,2018:01:11 16:39:33,6.9
2769,2018:01:11 16:49:53,7.0
2770,2018:01:11 17:00:10,6.9
2771,2018:01:11 17:24:54,6.8
2772,2018:01:11 17:39:21,6.7
2773,2018:01:11 17:41:25,6.6
2774,2018:01:11 17:53:45,6.5
2775,2018:01:11 18:10:17,6.6
2776,2018:01:11 18:12:21,6.5
2777,2018:01:11 18:16:29,6.6
2778,2018:01:11 18:18:33,6.5
2779,2018:01:11 18:30:54,6.6
2780,2018:01:11 18:26:47,6.6
2781,2018:01:11 18:28:51,6.5
2782,2018:01:11 18:35:03,6.8
2783,2018:01:11 18:53:36,6.9
2784,2018:01:11 18:55:39,6.8
2785,2018:01:11 19:05:58,6.7
2786,2018:01:11 19:10:05,6.8
2787,2018:01:11 19:16:17,6.7
2788,2018:01:11 19:20:24,6.8
2789,2018:01:11 19:36:55,6.9
2790,2018:01:11 20:07:52,6.8
2791,2018:01:11 20:34:43,6.9
2792,2018:01:11 20:57:24,6.8
2793,2018:01:11 21:34:31,6.9
2794,2018:01:11 21:48:56,6.8
2795,2018:01:11 22:28:11,6.7
2796,2018:01:11 22:34:22,6.9
2797,2018:01:11 22:40:34,6.8
2798,2018:01:11 23:15:38,6.7
2799,2018:01:11 23:36:17,7.0
2800,2018:01:11 23:44:29,6.9
2801,2018:01:12 00:03:02,6.8
2802,2018:01:12 00:21:32,6.7
2803,2018:01:12 00:35:59,6.8
2804,2018:01:12 00:42:08,6.7
2805,2018:01:12 00:48:21,7.1
2806,2018:01:12 00:50:23,6.8
2807,2018:01:12 00:58:38,6.6
2808,2018:01:12 00:52:27,6.7
2809,2018:01:12 01:08:58,6.5
2810,2018:01:12 01:21:21,6.4
2811,2018:01:12 01:33:43,6.3
2812,2018:01:12 01:35:46,6.5
2813,2018:01:12 01:41:58,6.4
2814,2018:01:12 01:50:12,6.5
2815,2018:01:12 02:02:34,6.4
2816,2018:01:12 02:17:02,6.3
2817,2018:01:12 02:31:28,6.2
2818,2018:01:12 02:35:36,6.6
2819,2018:01:12 02:41:47,6.5
2820,2018:01:12 03:00:22,6.4
2821,2018:01:12 03:12:44,6.3
2822,2018:01:12 03:25:06,6.2
2823,2018:01:12 03:35:25,6.3
2824,2018:01:12 03:53:59,6.2
2825,2018:01:12 04:10:28,6.1
2826,2018:01:12 04:22:50,6.0
2827,2018:01:12 04:37:17,6.3
2828,2018:01:12 04:51:42,6.2
2829,2018:01:12 05:06:10,6.1
2830,2018:01:12 05:18:32,6.0
2831,2018:01:12 05:24:44,6.1
2832,2018:01:12 05:30:57,6.1
2833,2018:01:12 05:28:52,5.6
2834,2018:01:12 05:33:00,6.0
2835,2018:01:12 05:35:05,6.2
2836,2018:01:12 06:04:00,6.1
2837,2018:01:12 06:10:11,6.0
2838,2018:01:12 06:16:21,6.2
2839,2018:01:12 06:34:58,6.3
2840,2018:01:12 08:18:06,6.4
